slug,traveler,segment,stop_index,stop_name,lat,lng,date,date_confidence
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,28,"Baghdad, the son in his father's chair",33.3364,44.4076,1166-06-01,"The succession of Abd al-Razzaq is attested. The claim that he wrote the hagiography which established his father's reputation is downgraded: the only support is one unreferenced sentence, and the dedicated article on Abd al-Razzaq records no such work."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,29,"Baghdad, Ibn Arabi's twelve days",33.3152,44.3661,1205-01-01,"The 1205 visit is attested in ibn_arabi.journey.json. That the Andalusian visited al-Jilani's tomb specifically is not attested anywhere reachable; the sources name Junayd and Hallaj, and the omission is left as an omission."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,30,"Baghdad, the boy from Balkh at the old graves",33.3152,44.3661,1219-01-01,Attested in baha_ud_din_walad.journey.json and cross-carried in junayd_al_baghdadi.journey.json. Whether the family also visited al-Jilani's shrine is not recorded.
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,31,"Baghdad, the caliphate ends and the order does not",33.3152,44.3661,1258-02-01,The Mongol sack of Baghdad is attested to February 1258. That the Qadiriyya continued as a functioning institution through it is attested in Wikipedia's 'Qadiriyya' article without detail on how.
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,32,"Baghdad, the hagiographers arrive late",33.3364,44.4076,1314-01-01,"Al-Shattanawfi died 713 AH / 1314 CE and al-Tadifi 963 AH / 1556 CE; the stop is pinned to the earlier death. Neither Bahjat al-Asrar nor Qala'id al-Jawahir could be reached in translation this session, which is the single largest gap in this file."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",Bab al-Sheikh,33,"Baghdad, the bridge of boats",33.3152,44.3661,1327-01-01,Attested in ibn_battuta.journey.json for the 1320s Baghdad crossing.
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Order That Took His Name,34,"Bab al-Sheikh, the chains that leave the tomb",33.3364,44.4076,1490-01-01,"Attested verbatim: by the end of the fifteenth century the Qadiriyya had distinct sub-orders and had spread to Morocco, Spain, Turkey, India, Ethiopia, Somalia, and present-day Mali. The stop is dated to the close of that century, not to any single event."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Order That Took His Name,35,"Baghdad, the shrine thrown down",33.3364,44.4076,1508-01-01,"Attested. The Safavid capture of Baghdad in 1508 under Shah Ismail I is followed by the destruction of Sunni religious sites, and Ismail I's own article names al-Jilani's tomb explicitly among them."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Order That Took His Name,36,"Baghdad, the dome of Suleiman",33.3364,44.4076,1535-01-01,"Attested to 1535, one year after the Ottoman capture of Baghdad in 1534 and the year the eyalet was established. What the mausoleum record specifies for 1535 is a dome raised over the shrine, not a wholesale rebuilding of shrine and mosque; the research pool's stronger wording is not carried."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Order That Took His Name,37,"Harar, the shrines of the Qadiri Harari",9.3111,42.1258,1600-01-01,"Undated. The Qadiri Harari suborder and its shrine network in and around Harar and at Borama in Somaliland are attested; no source reachable this session dates the foundation, and the year here is a placement inside the Horn's Qadiri centuries."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Order That Took His Name,38,"Linxia, the tomb of Qi Jingyi",35.6047,103.2422,1719-01-01,"Khwaja Abdullah is reported to have entered China in 1674 and preached until his death in 1689; his student Qi Jingyi Hilal al-Din (1656-1719) rooted Qadiri Sufism there and is buried at Linxia, which became the Chinese centre. The stop is dated to Qi Jingyi's death; the research pool had compressed the sequence so that Linxia appeared to derive from Khwaja Abdullah."
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Boy from Mascara,39,"El Guetna, a son named for the Baghdad saint",35.3838,-0.2046,1808-09-06,Attested in abdelkader.journey.json and in Wikipedia's article on Abdelkader El Djezairi. The father's office as muqaddam of the Qadiriyya zawiya of Oued El-Hammam is attested.
abd_al_qadir_al_jilani,"Abd al-Qadir al-Jilani (Abdul Qadir Gilani), Ghawth al-A'zam",The Boy from Mascara,40,"Mecca, the hajj of the seventeen-year-old",21.4225,39.8262,1825-06-01,"The 1825 departure on hajj is documented. The month is traditional, carried from abdelkader.journey.json, which marks it as such."
